customer_id,region,preferred_channel,acquisition_source,age_band,tier
C001076,Asia-Pacific,Boutique,Event,55+,Loyalty
C001077,EMEA,Online,Online,35-44,Standard
C001078,Asia-Pacific,Boutique,Social,35-44,VIP
C001079,Japan,Boutique,Referral,35-44,VIP
C001080,Japan,Boutique,Online,25-34,Standard
C001081,Americas,Mixed,Online,35-44,VIP
C001082,EMEA,Online,Online,45-54,Standard
C001083,EMEA,Online,Referral,55+,Standard
C001084,EMEA,Boutique,Event,18-24,Standard
C001085,Asia-Pacific,Mixed,Online,18-24,VIP
C001086,Japan,Boutique,Online,25-34,VIP
C001087,Asia-Pacific,Boutique,Online,25-34,VIP
C001088,Americas,Online,Boutique,35-44,Loyalty
C001089,Japan,Boutique,Event,35-44,VIP
C001090,Japan,Online,Event,25-34,VIP
C001091,Japan,Mixed,Event,45-54,VIP
C001092,Asia-Pacific,Boutique,Referral,55+,Standard
C001093,EMEA,Boutique,Social,35-44,Loyalty
C001094,Asia-Pacific,Online,Social,18-24,Standard
C001095,Americas,Boutique,Social,45-54,VIP
C001096,EMEA,Mixed,Referral,45-54,Loyalty
C001097,EMEA,Boutique,Social,55+,Standard
C001098,EMEA,Mixed,Social,25-34,Loyalty
C001099,Japan,Boutique,Online,25-34,VIP
C001100,Japan,Boutique,Online,35-44,Standard
C001101,Japan,Mixed,Online,55+,VIP
C001102,Asia-Pacific,Boutique,Event,35-44,Loyalty
C001103,Americas,Online,Online,25-34,Loyalty
C001104,EMEA,Mixed,Referral,55+,Loyalty
C001105,Asia-Pacific,Mixed,Event,45-54,Standard
C001106,Asia-Pacific,Online,Online,18-24,VIP
C001107,EMEA,Online,Boutique,35-44,Loyalty
C001108,Americas,Mixed,Referral,18-24,Standard
C001109,EMEA,Online,Boutique,45-54,Standard
C001110,Asia-Pacific,Boutique,Social,45-54,Loyalty
C001111,Japan,Mixed,Boutique,35-44,Standard
C001112,Americas,Online,Social,45-54,Standard
C001113,Japan,Online,Online,35-44,Loyalty
C001114,EMEA,Online,Online,45-54,Loyalty
C001115,Americas,Mixed,Boutique,25-34,Loyalty
C001116,EMEA,Mixed,Online,45-54,Loyalty
C001117,Asia-Pacific,Boutique,Online,18-24,VIP
C001118,EMEA,Boutique,Referral,35-44,Standard
C001119,Asia-Pacific,Online,Online,18-24,Standard
C001120,Japan,Boutique,Boutique,25-34,Loyalty
C001121,EMEA,Boutique,Online,18-24,Standard
C001122,Japan,Mixed,Event,25-34,Loyalty
C001123,EMEA,Online,Online,45-54,Standard
C001124,Asia-Pacific,Mixed,Boutique,18-24,Loyalty
C001125,Americas,Mixed,Event,18-24,Standard
C001126,Japan,Online,Social,55+,VIP
C001127,Asia-Pacific,Boutique,Online,18-24,VIP
C001128,Japan,Boutique,Online,35-44,Standard
C001129,Japan,Mixed,Referral,55+,Loyalty
C001130,Japan,Online,Event,25-34,VIP
C001131,Asia-Pacific,Boutique,Referral,35-44,VIP
C001132,Americas,Online,Event,25-34,Loyalty
C001133,Asia-Pacific,Boutique,Event,35-44,Loyalty
C001134,EMEA,Mixed,Event,45-54,VIP
C001135,Americas,Online,Event,35-44,VIP
C001136,Americas,Boutique,Boutique,55+,Loyalty
C001137,Americas,Mixed,Referral,55+,Standard
C001138,Asia-Pacific,Boutique,Referral,35-44,Standard
C001139,EMEA,Mixed,Boutique,18-24,Standard
C001140,Americas,Online,Online,18-24,Loyalty
C001141,Americas,Online,Boutique,55+,VIP
C001142,Japan,Mixed,Referral,55+,VIP
C001143,Asia-Pacific,Online,Social,25-34,VIP
C001144,EMEA,Online,Online,45-54,Standard
C001145,Japan,Mixed,Boutique,35-44,VIP
C001146,Japan,Boutique,Boutique,55+,Loyalty
C001147,EMEA,Mixed,Boutique,35-44,Standard
C001148,Americas,Mixed,Boutique,18-24,VIP
C001149,Americas,Mixed,Referral,25-34,Standard
C001150,Americas,Mixed,Online,55+,VIP
C001151,Japan,Mixed,Boutique,55+,Loyalty
C001152,Japan,Mixed,Referral,18-24,Standard
C001153,Americas,Mixed,Referral,55+,Loyalty
C001154,Americas,Mixed,Event,45-54,Loyalty
C001155,Asia-Pacific,Mixed,Social,35-44,Loyalty
C001156,Japan,Mixed,Social,55+,Standard
C001157,Americas,Boutique,Event,35-44,Loyalty
C001158,Japan,Boutique,Referral,18-24,VIP
C001159,EMEA,Boutique,Event,18-24,VIP
C001160,Americas,Boutique,Boutique,35-44,Standard
C001161,Americas,Boutique,Boutique,35-44,VIP
C001162,Americas,Online,Boutique,45-54,Loyalty
C001163,Americas,Online,Social,35-44,VIP
C001164,Americas,Online,Social,35-44,Standard
C001165,Japan,Mixed,Online,18-24,VIP
C001166,Asia-Pacific,Boutique,Online,45-54,VIP
C001167,EMEA,Mixed,Social,18-24,VIP
C001168,Japan,Online,Boutique,35-44,Loyalty
C001169,Japan,Boutique,Boutique,25-34,VIP
C001170,EMEA,Mixed,Referral,18-24,Loyalty
C001171,EMEA,Boutique,Event,55+,Standard
C001172,Asia-Pacific,Mixed,Online,25-34,Standard
C001173,Japan,Boutique,Event,55+,VIP
C001174,EMEA,Online,Referral,35-44,Loyalty
C001175,Americas,Online,Social,18-24,Loyalty
C001176,EMEA,Mixed,Referral,35-44,Standard
C001177,Japan,Mixed,Referral,25-34,Standard
C001178,Japan,Mixed,Online,45-54,Loyalty
C001179,Americas,Mixed,Event,55+,Standard
C001180,Americas,Online,Social,45-54,Loyalty
C001181,EMEA,Online,Referral,45-54,Loyalty
C001182,Asia-Pacific,Online,Social,35-44,VIP
C001183,EMEA,Boutique,Online,35-44,VIP
C001184,Japan,Mixed,Online,45-54,Standard
C001185,Americas,Online,Social,25-34,VIP
C001186,EMEA,Online,Boutique,25-34,VIP
C001187,Americas,Boutique,Boutique,35-44,VIP
C001188,EMEA,Boutique,Referral,45-54,Standard
C001189,Asia-Pacific,Online,Event,25-34,Standard
C001190,Asia-Pacific,Mixed,Referral,55+,VIP
C001191,Americas,Mixed,Boutique,45-54,VIP
C001192,EMEA,Boutique,Online,18-24,Loyalty
C001193,Americas,Mixed,Event,35-44,Standard
C001194,Japan,Mixed,Boutique,18-24,Loyalty
C001195,Asia-Pacific,Mixed,Social,18-24,Standard
C001196,Asia-Pacific,Mixed,Referral,25-34,Loyalty
C001197,EMEA,Boutique,Referral,55+,VIP
C001198,EMEA,Online,Online,55+,Loyalty
C001199,EMEA,Online,Online,55+,Loyalty
C001200,Asia-Pacific,Boutique,Referral,25-34,Standard
C001201,Asia-Pacific,Mixed,Social,35-44,VIP
C001202,Asia-Pacific,Online,Event,35-44,Standard
C001203,Asia-Pacific,Boutique,Boutique,55+,Loyalty
C001204,Americas,Online,Social,45-54,VIP
C001205,Americas,Online,Referral,55+,VIP
C001206,Americas,Boutique,Online,55+,Standard
C001207,Japan,Boutique,Event,35-44,Loyalty
C001208,Americas,Online,Online,55+,VIP
C001209,Americas,Online,Social,55+,Standard
C001210,Japan,Online,Event,25-34,Loyalty
C001211,EMEA,Mixed,Event,18-24,Standard
C001212,Asia-Pacific,Online,Boutique,35-44,Loyalty
C001213,Japan,Boutique,Referral,35-44,Standard
C001214,Americas,Online,Online,25-34,Standard
C001215,Asia-Pacific,Mixed,Event,55+,Standard
C001216,Americas,Online,Boutique,35-44,Standard
C001217,Japan,Online,Event,55+,Loyalty
C001218,Asia-Pacific,Online,Referral,45-54,Loyalty
C001219,Americas,Online,Online,25-34,Standard
C001220,Japan,Online,Social,45-54,Standard
C001221,Americas,Online,Boutique,25-34,Loyalty
C001222,Japan,Mixed,Social,45-54,Standard
C001223,Japan,Boutique,Boutique,55+,VIP
C001224,Japan,Mixed,Social,45-54,VIP
C001225,EMEA,Mixed,Boutique,45-54,Loyalty
C001226,EMEA,Online,Event,55+,Loyalty
C001227,EMEA,Mixed,Referral,55+,VIP
C001228,EMEA,Online,Social,45-54,Loyalty
C001229,Asia-Pacific,Boutique,Referral,25-34,Loyalty
C001230,Asia-Pacific,Mixed,Boutique,55+,Standard
C001231,Japan,Mixed,Referral,18-24,VIP
C001232,EMEA,Online,Event,55+,Standard
C001233,Japan,Boutique,Social,45-54,Standard
C001234,Americas,Boutique,Event,25-34,Loyalty
C001235,EMEA,Boutique,Social,25-34,VIP
C001236,EMEA,Online,Boutique,45-54,VIP
C001237,Asia-Pacific,Online,Event,45-54,VIP
C001238,Americas,Boutique,Event,45-54,Standard
C001239,Americas,Boutique,Event,25-34,Standard
C001240,Americas,Online,Boutique,45-54,Loyalty
C001241,Asia-Pacific,Mixed,Referral,35-44,VIP
C001242,Americas,Online,Online,25-34,Standard
C001243,Asia-Pacific,Online,Referral,45-54,Loyalty
C001244,EMEA,Mixed,Referral,25-34,Standard
C001245,Japan,Boutique,Referral,45-54,Standard
C001246,EMEA,Online,Event,35-44,VIP
C001247,Americas,Online,Online,25-34,Standard
C001248,Asia-Pacific,Online,Online,18-24,VIP
C001249,Asia-Pacific,Boutique,Boutique,18-24,Standard
C001250,Japan,Online,Online,35-44,VIP
C001251,Americas,Boutique,Event,35-44,Standard
C001252,EMEA,Boutique,Social,35-44,Loyalty
C001253,EMEA,Boutique,Event,18-24,Loyalty
C001254,Japan,Online,Boutique,35-44,Loyalty
C001255,Japan,Mixed,Online,25-34,VIP
C001256,EMEA,Online,Event,55+,Standard
C001257,Japan,Mixed,Event,35-44,Loyalty
C001258,Asia-Pacific,Boutique,Event,55+,VIP
C001259,Asia-Pacific,Online,Event,55+,Loyalty
C001260,Japan,Boutique,Online,55+,Standard
C001261,Asia-Pacific,Online,Boutique,18-24,Standard
C001262,Japan,Mixed,Boutique,25-34,VIP
C001263,Japan,Boutique,Boutique,35-44,Loyalty
C001264,Americas,Online,Online,35-44,Loyalty
C001265,EMEA,Boutique,Social,55+,VIP
C001266,Asia-Pacific,Online,Boutique,35-44,Loyalty
C001267,Japan,Mixed,Event,55+,Standard
C001268,Americas,Online,Social,35-44,VIP
C001269,Japan,Boutique,Boutique,25-34,Loyalty
C001270,Americas,Mixed,Referral,55+,Loyalty
C001271,Japan,Boutique,Boutique,55+,Loyalty
C001272,Asia-Pacific,Mixed,Event,18-24,Standard
C001273,Asia-Pacific,Boutique,Boutique,25-34,Loyalty
C001274,EMEA,Boutique,Referral,55+,Standard
C001275,Japan,Online,Event,18-24,Loyalty
C001276,Asia-Pacific,Mixed,Boutique,35-44,Loyalty
C001277,EMEA,Boutique,Online,35-44,Loyalty
C001278,Asia-Pacific,Online,Event,35-44,Standard
C001279,EMEA,Boutique,Boutique,25-34,Standard
C001280,Japan,Mixed,Boutique,45-54,VIP
C001281,Americas,Online,Social,45-54,VIP
C001282,Asia-Pacific,Boutique,Online,18-24,VIP
C001283,Americas,Online,Boutique,45-54,Loyalty
C001284,EMEA,Online,Social,18-24,VIP
C001285,EMEA,Boutique,Referral,18-24,Standard
C001286,Asia-Pacific,Online,Event,35-44,VIP
C001287,Americas,Boutique,Online,25-34,Loyalty
C001288,Asia-Pacific,Mixed,Social,45-54,VIP
C001289,EMEA,Boutique,Online,25-34,Loyalty
C001290,EMEA,Online,Event,55+,VIP
C001291,EMEA,Online,Event,35-44,VIP
C001292,Asia-Pacific,Boutique,Online,35-44,VIP
C001293,Americas,Online,Boutique,35-44,VIP
C001294,Asia-Pacific,Mixed,Referral,18-24,Standard
C001295,EMEA,Boutique,Boutique,18-24,Loyalty
C001296,EMEA,Online,Referral,45-54,Standard
C001297,Japan,Mixed,Social,35-44,Loyalty
C001298,Americas,Mixed,Event,18-24,Loyalty
C001299,Americas,Online,Referral,18-24,Loyalty
C001300,Asia-Pacific,Mixed,Referral,45-54,Standard
C001301,Americas,Online,Event,35-44,Loyalty
C001302,Japan,Online,Social,35-44,Loyalty
C001303,Japan,Online,Boutique,45-54,Standard
C001304,Asia-Pacific,Boutique,Referral,25-34,Loyalty
C001305,Asia-Pacific,Mixed,Event,25-34,VIP
C001306,EMEA,Boutique,Boutique,35-44,VIP
C001307,EMEA,Boutique,Event,45-54,Loyalty
C001308,Japan,Online,Event,25-34,VIP
C001309,Americas,Boutique,Referral,18-24,Loyalty
C001310,Americas,Mixed,Event,45-54,Loyalty
C001311,Asia-Pacific,Mixed,Online,25-34,VIP
C001312,EMEA,Mixed,Event,45-54,Standard
C001313,Japan,Boutique,Event,18-24,Loyalty
C001314,Americas,Boutique,Referral,18-24,VIP
C001315,EMEA,Mixed,Event,45-54,Loyalty
C001316,Japan,Mixed,Boutique,18-24,Standard
C001317,Americas,Mixed,Boutique,25-34,VIP
C001318,Americas,Boutique,Event,35-44,Loyalty
C001319,Japan,Online,Online,35-44,Loyalty
C001320,Asia-Pacific,Boutique,Social,18-24,VIP
C001321,EMEA,Mixed,Event,45-54,Standard
C001322,Asia-Pacific,Online,Social,55+,Standard
C001323,EMEA,Mixed,Event,35-44,Standard
C001324,Asia-Pacific,Online,Online,45-54,VIP
C001325,Japan,Mixed,Social,45-54,Loyalty
C001326,Japan,Boutique,Event,25-34,VIP
C001327,Americas,Boutique,Online,25-34,VIP
C001328,Japan,Boutique,Referral,25-34,Loyalty
C001329,Americas,Online,Boutique,18-24,VIP
C001330,EMEA,Online,Referral,45-54,Standard
C001331,EMEA,Online,Referral,45-54,VIP
C001332,Japan,Mixed,Online,45-54,VIP
C001333,Japan,Mixed,Referral,45-54,Loyalty
C001334,Americas,Online,Referral,55+,Standard
C001335,Japan,Mixed,Online,55+,Loyalty
C001336,Japan,Mixed,Event,35-44,Standard
C001337,EMEA,Mixed,Referral,35-44,Standard
C001338,Japan,Mixed,Boutique,25-34,VIP
C001339,Asia-Pacific,Boutique,Event,18-24,VIP
C001340,EMEA,Online,Referral,18-24,VIP
C001341,Asia-Pacific,Mixed,Boutique,35-44,VIP
C001342,EMEA,Boutique,Referral,55+,Loyalty
C001343,Asia-Pacific,Boutique,Social,35-44,Loyalty
C001344,Americas,Online,Event,35-44,VIP
C001345,Asia-Pacific,Online,Referral,55+,Standard
C001346,EMEA,Mixed,Social,55+,Standard
C001347,Asia-Pacific,Boutique,Boutique,25-34,VIP
C001348,EMEA,Boutique,Social,25-34,VIP
C001349,Asia-Pacific,Boutique,Social,18-24,VIP
C001350,EMEA,Mixed,Online,55+,VIP
C001351,Americas,Mixed,Referral,35-44,Standard
C001352,Asia-Pacific,Mixed,Online,45-54,Standard
C001353,EMEA,Boutique,Boutique,25-34,VIP
C001354,Americas,Boutique,Referral,45-54,Standard
C001355,Japan,Mixed,Online,25-34,VIP
C001356,Asia-Pacific,Online,Social,18-24,Standard
C001357,Americas,Boutique,Referral,45-54,Loyalty
C001358,Japan,Mixed,Event,25-34,Loyalty
C001359,Japan,Boutique,Social,25-34,VIP
C001360,Japan,Online,Social,45-54,Loyalty
C001361,Asia-Pacific,Mixed,Boutique,18-24,VIP
C001362,Asia-Pacific,Boutique,Event,35-44,Loyalty
C001363,Asia-Pacific,Boutique,Boutique,35-44,VIP
C001364,Japan,Boutique,Online,55+,Standard
C001365,Asia-Pacific,Mixed,Online,35-44,VIP
C001366,EMEA,Mixed,Boutique,18-24,Standard
C001367,Japan,Online,Event,18-24,VIP
C001368,Japan,Boutique,Online,35-44,Loyalty
C001369,Americas,Online,Boutique,55+,Standard
C001370,EMEA,Mixed,Online,55+,VIP
C001371,EMEA,Mixed,Boutique,18-24,VIP
C001372,Americas,Boutique,Event,25-34,Standard
C001373,Americas,Boutique,Social,45-54,VIP
C001374,EMEA,Mixed,Referral,35-44,Loyalty
C001375,Asia-Pacific,Boutique,Online,18-24,Loyalty
C001376,EMEA,Boutique,Referral,35-44,Standard
C001377,Asia-Pacific,Boutique,Online,45-54,Standard
C001378,Japan,Online,Event,45-54,Standard
C001379,Japan,Online,Online,55+,Loyalty
C001380,Americas,Mixed,Boutique,45-54,VIP
C001381,Asia-Pacific,Online,Boutique,18-24,Standard
C001382,Asia-Pacific,Boutique,Boutique,45-54,Standard
C001383,EMEA,Online,Referral,35-44,Standard
C001384,Asia-Pacific,Boutique,Event,18-24,VIP
C001385,Japan,Boutique,Referral,45-54,VIP
C001386,EMEA,Mixed,Online,18-24,Loyalty
C001387,Japan,Online,Event,55+,Loyalty
C001388,Asia-Pacific,Mixed,Social,45-54,Standard
C001389,EMEA,Boutique,Event,35-44,Standard
C001390,Japan,Boutique,Online,25-34,VIP
C001391,EMEA,Boutique,Online,35-44,VIP
C001392,Japan,Online,Social,45-54,Standard
C001393,Japan,Mixed,Online,25-34,Standard
C001394,Americas,Online,Event,25-34,Loyalty
C001395,Japan,Online,Event,35-44,Loyalty
C001396,Japan,Online,Boutique,35-44,Standard
C001397,Asia-Pacific,Mixed,Boutique,45-54,Standard
C001398,Americas,Mixed,Event,45-54,VIP
C001399,Americas,Mixed,Event,25-34,Standard
C001400,EMEA,Mixed,Online,45-54,VIP
C001401,EMEA,Boutique,Event,18-24,Standard
C001402,Americas,Online,Online,18-24,Loyalty
C001403,EMEA,Boutique,Event,25-34,VIP
C001404,EMEA,Online,Boutique,45-54,VIP
C001405,Americas,Online,Online,45-54,Loyalty
C001406,Japan,Boutique,Boutique,55+,VIP
C001407,Americas,Boutique,Online,18-24,VIP
C001408,Americas,Boutique,Boutique,18-24,Loyalty
C001409,Americas,Boutique,Online,35-44,VIP
C001410,Americas,Boutique,Online,55+,Standard
C001411,Americas,Online,Event,45-54,Standard
C001412,EMEA,Boutique,Boutique,18-24,Standard
C001413,Americas,Online,Event,35-44,Loyalty
C001414,Japan,Mixed,Online,25-34,Standard
C001415,Asia-Pacific,Mixed,Referral,45-54,Standard
C001416,Americas,Mixed,Boutique,55+,Standard
C001417,Japan,Mixed,Boutique,35-44,Loyalty
C001418,Japan,Online,Event,25-34,Standard
C001419,EMEA,Mixed,Boutique,55+,Loyalty
C001420,Americas,Boutique,Online,35-44,Standard
C001421,Americas,Online,Online,45-54,Loyalty
C001422,Americas,Online,Boutique,18-24,VIP
C001423,Asia-Pacific,Boutique,Online,45-54,Loyalty
C001424,Asia-Pacific,Mixed,Referral,18-24,Standard
C001425,EMEA,Mixed,Online,25-34,Standard
C001426,Japan,Mixed,Boutique,18-24,Standard
C001427,Japan,Mixed,Event,35-44,Loyalty
C001428,Americas,Mixed,Social,25-34,Standard
C001429,Asia-Pacific,Online,Boutique,25-34,VIP
C001430,Japan,Online,Referral,25-34,Standard
C001431,Japan,Mixed,Referral,18-24,Loyalty
C001432,Americas,Online,Event,45-54,Standard
C001433,Japan,Boutique,Online,45-54,VIP
C001434,Americas,Mixed,Social,35-44,Standard
C001435,Asia-Pacific,Online,Boutique,55+,Standard
C001436,Asia-Pacific,Online,Boutique,45-54,Loyalty
C001437,Japan,Online,Social,25-34,Loyalty
C001438,Americas,Mixed,Event,25-34,VIP
C001439,Americas,Online,Referral,55+,Loyalty
C001440,Americas,Mixed,Referral,45-54,Loyalty
C001441,EMEA,Mixed,Referral,25-34,Standard
C001442,Asia-Pacific,Boutique,Event,25-34,VIP
C001443,Americas,Mixed,Boutique,45-54,Standard
C001444,EMEA,Boutique,Event,18-24,Loyalty
C001445,Japan,Boutique,Boutique,45-54,Loyalty
C001446,Americas,Online,Event,18-24,VIP
C001447,Japan,Online,Online,35-44,Loyalty
C001448,Americas,Mixed,Boutique,18-24,Loyalty
C001449,Asia-Pacific,Online,Referral,55+,VIP
C001450,EMEA,Boutique,Referral,25-34,VIP
C001451,Japan,Online,Social,45-54,VIP
C001452,EMEA,Mixed,Boutique,45-54,VIP
C001453,Asia-Pacific,Mixed,Boutique,35-44,Loyalty
C001454,Asia-Pacific,Mixed,Event,55+,VIP
C001455,Americas,Mixed,Boutique,55+,Loyalty
C001456,EMEA,Mixed,Social,18-24,Standard
C001457,Japan,Boutique,Referral,55+,Standard
C001458,Asia-Pacific,Boutique,Online,55+,VIP
C001459,EMEA,Mixed,Online,25-34,Loyalty
C001460,Americas,Mixed,Boutique,45-54,VIP
C001461,Americas,Mixed,Online,35-44,Loyalty
C001462,Asia-Pacific,Mixed,Referral,35-44,Standard
C001463,EMEA,Boutique,Social,45-54,Loyalty
C001464,EMEA,Boutique,Event,55+,Loyalty
C001465,Japan,Mixed,Social,18-24,Standard
C001466,Japan,Online,Boutique,45-54,Standard
C001467,Asia-Pacific,Online,Boutique,25-34,Loyalty
C001468,EMEA,Mixed,Online,45-54,Standard
C001469,Americas,Mixed,Boutique,35-44,Loyalty
C001470,Americas,Boutique,Social,45-54,Loyalty
C001471,EMEA,Boutique,Online,18-24,Standard
C001472,Americas,Mixed,Social,45-54,VIP
C001473,Asia-Pacific,Mixed,Social,45-54,VIP
C001474,Japan,Boutique,Social,55+,Standard
C001475,Asia-Pacific,Online,Social,25-34,Loyalty
C001476,Asia-Pacific,Boutique,Boutique,25-34,Loyalty
C001477,Asia-Pacific,Boutique,Online,55+,Standard
C001478,Asia-Pacific,Online,Online,25-34,Standard
C001479,Americas,Online,Boutique,35-44,VIP
C001480,Americas,Boutique,Social,35-44,Standard
C001481,Americas,Mixed,Boutique,35-44,Loyalty
C001482,Americas,Boutique,Referral,55+,Standard
C001483,Asia-Pacific,Online,Boutique,45-54,Loyalty
C001484,Americas,Boutique,Social,25-34,Standard
C001485,Asia-Pacific,Mixed,Social,45-54,Loyalty
C001486,Americas,Mixed,Referral,35-44,VIP
C001487,EMEA,Mixed,Referral,18-24,Standard
C001488,EMEA,Boutique,Boutique,45-54,VIP
C001489,Americas,Boutique,Social,18-24,Loyalty
C001490,EMEA,Mixed,Online,55+,VIP
C001491,Americas,Boutique,Online,18-24,Standard
C001492,Japan,Mixed,Boutique,55+,Loyalty
C001493,Americas,Boutique,Social,55+,VIP
C001494,EMEA,Mixed,Social,45-54,Standard
C001495,Japan,Boutique,Referral,35-44,Standard
C001496,Asia-Pacific,Boutique,Social,35-44,Loyalty
C001497,EMEA,Online,Referral,45-54,Loyalty
C001498,Asia-Pacific,Online,Referral,45-54,Standard
C001499,EMEA,Online,Online,35-44,Loyalty
C001500,Asia-Pacific,Online,Event,45-54,Standard
C001501,EMEA,Boutique,Social,45-54,Standard
C001502,Japan,Mixed,Event,25-34,Standard
C001503,Americas,Boutique,Social,55+,Loyalty
C001504,EMEA,Boutique,Event,35-44,Loyalty
C001505,Japan,Online,Boutique,18-24,Standard
C001506,Asia-Pacific,Boutique,Referral,18-24,VIP
C001507,Asia-Pacific,Boutique,Online,45-54,VIP
C001508,Americas,Online,Boutique,35-44,Loyalty
C001509,EMEA,Mixed,Social,55+,Loyalty
C001510,Japan,Boutique,Referral,18-24,Loyalty
C001511,EMEA,Boutique,Online,55+,Standard
C001512,Americas,Boutique,Referral,25-34,Loyalty
C001513,Americas,Online,Social,35-44,Loyalty
C001514,Asia-Pacific,Online,Social,35-44,VIP
C001515,EMEA,Mixed,Online,25-34,Standard
C001516,Americas,Mixed,Social,35-44,VIP
C001517,Asia-Pacific,Boutique,Social,18-24,VIP
C001518,Asia-Pacific,Online,Boutique,25-34,VIP
C001519,Asia-Pacific,Boutique,Referral,45-54,Loyalty
C001520,Americas,Online,Online,25-34,VIP
C001521,Americas,Online,Event,55+,VIP
C001522,EMEA,Boutique,Referral,18-24,Standard
C001523,Americas,Online,Referral,35-44,Loyalty
C001524,Asia-Pacific,Online,Referral,55+,VIP
C001525,Asia-Pacific,Online,Social,18-24,VIP
C001526,EMEA,Online,Online,25-34,VIP
C001527,Americas,Boutique,Online,25-34,Standard
C001528,EMEA,Boutique,Boutique,18-24,Standard
C001529,Japan,Boutique,Boutique,25-34,Standard
C001530,EMEA,Mixed,Event,55+,Standard
C001531,Japan,Online,Social,18-24,Standard
C001532,Asia-Pacific,Mixed,Boutique,18-24,Standard
C001533,Americas,Mixed,Online,25-34,VIP
C001534,Asia-Pacific,Online,Boutique,25-34,VIP
C001535,Asia-Pacific,Mixed,Social,35-44,Standard
C001536,Americas,Mixed,Event,18-24,Standard
C001537,EMEA,Mixed,Online,25-34,Loyalty
C001538,Americas,Mixed,Boutique,18-24,Standard
C001539,Japan,Boutique,Event,25-34,Loyalty
C001540,EMEA,Online,Social,45-54,Loyalty
C001541,Americas,Mixed,Online,45-54,Standard
C001542,Asia-Pacific,Online,Referral,18-24,VIP
C001543,Americas,Boutique,Social,35-44,VIP
C001544,EMEA,Online,Social,45-54,Standard
C001545,Japan,Boutique,Referral,55+,VIP
C001546,Asia-Pacific,Mixed,Referral,25-34,VIP
C001547,Japan,Boutique,Referral,25-34,Standard
C001548,Japan,Mixed,Social,25-34,Standard
C001549,Japan,Mixed,Boutique,45-54,Loyalty
C001550,EMEA,Online,Online,45-54,Loyalty
C001551,EMEA,Mixed,Online,18-24,Loyalty
C001552,Americas,Boutique,Online,55+,Loyalty
C001553,EMEA,Online,Referral,45-54,Loyalty
C001554,Asia-Pacific,Mixed,Referral,35-44,Loyalty
C001555,Japan,Boutique,Event,35-44,Standard
C001556,Japan,Online,Boutique,35-44,Loyalty
C001557,Japan,Online,Online,18-24,Standard
C001558,EMEA,Online,Referral,18-24,Standard
C001559,Japan,Mixed,Social,25-34,Loyalty
C001560,EMEA,Online,Event,45-54,Loyalty
C001561,Americas,Boutique,Referral,45-54,VIP
C001562,Asia-Pacific,Mixed,Social,55+,VIP
C001563,EMEA,Online,Referral,18-24,Loyalty
C001564,Japan,Boutique,Referral,45-54,Loyalty
C001565,EMEA,Online,Online,55+,VIP
C001566,Asia-Pacific,Mixed,Online,45-54,Loyalty
C001567,Americas,Boutique,Referral,45-54,Standard
C001568,Japan,Mixed,Event,55+,VIP
C001569,Japan,Boutique,Event,25-34,VIP
C001570,EMEA,Boutique,Social,45-54,VIP
C001571,Japan,Mixed,Social,35-44,Loyalty
C001572,EMEA,Online,Event,18-24,Standard
C001573,Asia-Pacific,Boutique,Event,18-24,VIP
C001574,Asia-Pacific,Boutique,Boutique,45-54,Loyalty
C001575,Asia-Pacific,Boutique,Social,18-24,VIP
C001576,Americas,Online,Online,35-44,VIP
C001577,EMEA,Mixed,Boutique,35-44,Standard
C001578,Asia-Pacific,Online,Boutique,55+,Loyalty
C001579,EMEA,Boutique,Referral,55+,VIP
C001580,Japan,Boutique,Boutique,45-54,VIP
C001581,EMEA,Boutique,Referral,55+,Loyalty
C001582,Asia-Pacific,Mixed,Boutique,45-54,Standard
C001583,Americas,Boutique,Referral,55+,VIP
C001584,Asia-Pacific,Online,Event,35-44,Loyalty
C001585,Japan,Online,Referral,18-24,VIP
C001586,Americas,Boutique,Social,18-24,Loyalty
C001587,Japan,Online,Event,18-24,VIP
C001588,EMEA,Mixed,Social,35-44,Standard
C001589,Japan,Boutique,Online,35-44,Standard
C001590,Asia-Pacific,Mixed,Social,45-54,VIP
C001591,Asia-Pacific,Online,Referral,45-54,Loyalty
C001592,Japan,Mixed,Event,25-34,Standard
C001593,Americas,Mixed,Referral,25-34,VIP
C001594,Japan,Boutique,Event,55+,Loyalty
C001595,EMEA,Mixed,Online,35-44,Loyalty
C001596,Americas,Online,Online,35-44,Loyalty
C001597,Japan,Boutique,Boutique,25-34,Loyalty
C001598,Asia-Pacific,Boutique,Online,35-44,VIP
C001599,Americas,Boutique,Online,18-24,Standard
C001600,Americas,Online,Online,35-44,Loyalty
C001601,Japan,Mixed,Referral,45-54,VIP
C001602,EMEA,Online,Online,35-44,Standard
C001603,EMEA,Boutique,Social,55+,Standard
C001604,EMEA,Mixed,Referral,18-24,Standard
C001605,EMEA,Boutique,Event,35-44,Standard
C001606,Japan,Boutique,Boutique,45-54,VIP
C001607,Americas,Online,Boutique,55+,VIP
C001608,EMEA,Mixed,Event,55+,Loyalty
C001609,Japan,Online,Online,55+,Standard
C001610,Asia-Pacific,Boutique,Event,45-54,VIP
C001611,Americas,Boutique,Online,25-34,Standard
C001612,Americas,Online,Social,45-54,Loyalty
C001613,Asia-Pacific,Mixed,Boutique,45-54,VIP
