order_id,customer_id,order_date,category,basket_value,items_count,discount_flag,boutique_flag
ORD0005134,C001246,2025-07-30,RTW,110.68,4,0,0
ORD0005135,C001246,2025-09-19,Beauty,450.24,5,0,0
ORD0005136,C001246,2025-12-29,Fragrance,62.98,4,0,0
ORD0005137,C001246,2026-01-17,Beauty,81.44,5,0,1
ORD0005138,C001246,2024-10-10,Beauty,216.11,8,1,0
ORD0005139,C001248,2025-11-11,Accessories,199.03,1,1,0
ORD0005140,C001248,2025-03-21,Fragrance,155.47,3,0,0
ORD0005141,C001248,2025-01-25,Beauty,96.39,5,0,1
ORD0005142,C001248,2024-09-04,Beauty,287.66,4,0,0
ORD0005143,C001248,2025-03-15,Accessories,144.24,2,0,0
ORD0005144,C001248,2025-10-18,Fragrance,196.46,5,0,0
ORD0005145,C001248,2025-06-24,Beauty,240.02,4,0,0
ORD0005146,C001248,2025-04-22,Beauty,201.32,5,0,1
ORD0005147,C001249,2025-03-23,Accessories,313.03,4,0,1
ORD0005148,C001249,2025-10-27,Accessories,298.58,3,0,1
ORD0005149,C001249,2024-12-08,Accessories,329.89,4,0,1
ORD0005150,C001249,2025-04-18,Fragrance,1091.52,4,0,1
ORD0005151,C001249,2024-12-05,Accessories,745.98,2,0,1
ORD0005152,C001250,2025-01-03,Fragrance,136.62,2,0,0
ORD0005153,C001252,2026-01-14,Fragrance,131.91,4,0,1
ORD0005154,C001253,2025-01-18,Accessories,50.0,4,0,0
ORD0005155,C001253,2025-01-12,Beauty,861.03,5,1,1
ORD0005156,C001253,2025-11-22,Accessories,181.82,3,0,1
ORD0005157,C001254,2025-06-06,Accessories,151.34,4,0,1
ORD0005158,C001254,2025-07-30,Beauty,145.77,1,0,0
ORD0005159,C001254,2024-11-24,Beauty,422.12,2,0,0
ORD0005160,C001254,2025-03-13,Accessories,215.49,3,0,0
ORD0005161,C001254,2025-05-28,Beauty,227.54,7,0,0
ORD0005162,C001255,2025-08-24,Accessories,86.51,4,1,1
ORD0005163,C001255,2025-11-23,Accessories,122.28,3,0,1
ORD0005164,C001256,2024-12-29,Beauty,490.96,3,0,0
ORD0005165,C001256,2025-03-22,Fragrance,380.91,2,0,0
ORD0005166,C001256,2025-10-30,Beauty,75.15,3,0,0
ORD0005167,C001256,2024-09-05,Beauty,196.18,3,0,0
ORD0005168,C001256,2025-03-30,Beauty,104.16,6,0,0
ORD0005169,C001256,2026-01-28,Beauty,280.55,2,0,0
ORD0005170,C001257,2025-04-17,Beauty,359.02,7,1,0
ORD0005171,C001257,2025-08-13,RTW,312.3,2,0,1
ORD0005172,C001257,2024-09-01,RTW,415.71,4,0,1
ORD0005173,C001257,2025-01-30,Accessories,141.86,4,0,0
ORD0005174,C001257,2024-12-10,Beauty,93.02,6,0,0
ORD0005175,C001257,2024-09-09,Fragrance,129.63,4,0,1
ORD0005176,C001258,2025-10-30,Fragrance,199.52,6,0,0
ORD0005177,C001259,2025-11-13,Accessories,73.2,2,0,0
ORD0005178,C001259,2025-09-08,Beauty,257.23,4,0,0
ORD0005179,C001259,2025-05-02,Beauty,451.65,3,0,0
ORD0005180,C001260,2025-03-11,Beauty,246.29,5,0,1
ORD0005181,C001260,2025-06-29,Accessories,332.61,4,0,0
ORD0005182,C001260,2025-01-22,Accessories,1594.11,4,0,1
ORD0005183,C001261,2024-09-17,Accessories,215.51,4,0,0
ORD0005184,C001261,2025-12-02,Beauty,204.06,2,0,0
ORD0005185,C001261,2025-11-14,Accessories,90.74,4,0,0
ORD0005186,C001261,2025-01-11,Beauty,343.19,2,0,0
ORD0005187,C001261,2025-10-09,RTW,90.69,4,0,0
ORD0005188,C001261,2025-08-01,Beauty,97.05,3,0,0
ORD0005189,C001261,2025-10-23,Accessories,149.98,4,0,0
ORD0005190,C001261,2025-10-29,Accessories,313.24,4,0,0
ORD0005191,C001261,2025-12-19,Accessories,195.43,4,0,0
ORD0005192,C001262,2025-11-25,Fragrance,280.71,2,0,0
ORD0005193,C001262,2025-07-21,Accessories,279.84,4,0,0
ORD0005194,C001262,2025-08-06,Fragrance,478.78,3,0,1
ORD0005195,C001262,2025-01-17,RTW,925.91,4,0,0
ORD0005196,C001262,2025-05-28,Beauty,58.68,3,0,0
ORD0005197,C001262,2025-10-18,RTW,710.11,4,0,0
ORD0005198,C001263,2025-08-25,Accessories,935.46,4,0,1
ORD0005199,C001263,2025-10-30,Fragrance,452.11,5,0,1
ORD0005200,C001263,2024-12-15,Accessories,548.13,4,1,1
ORD0005201,C001263,2025-02-24,Accessories,313.56,4,0,1
ORD0005202,C001267,2025-07-14,Beauty,255.81,3,0,0
ORD0005203,C001267,2025-03-08,Beauty,453.24,2,0,1
ORD0005204,C001267,2025-03-22,Beauty,1236.08,2,0,1
ORD0005205,C001267,2025-11-01,RTW,107.29,4,0,1
ORD0005206,C001267,2025-12-13,RTW,191.14,4,0,0
ORD0005207,C001267,2024-12-09,Fragrance,133.2,5,0,0
ORD0005208,C001267,2025-03-16,Beauty,262.66,3,0,1
ORD0005209,C001267,2024-11-14,Fragrance,73.34,3,0,0
ORD0005210,C001267,2025-03-03,Fragrance,122.18,2,0,1
ORD0005211,C001268,2025-07-26,Beauty,593.47,6,0,0
ORD0005212,C001268,2024-12-10,Accessories,272.06,4,0,0
ORD0005213,C001268,2025-05-02,Beauty,163.5,3,0,1
ORD0005214,C001268,2025-03-22,Beauty,317.56,5,0,0
ORD0005215,C001268,2025-10-17,Fragrance,87.38,1,1,0
ORD0005216,C001268,2025-01-04,Beauty,382.47,1,0,0
ORD0005217,C001269,2025-10-27,Fragrance,678.51,3,1,0
ORD0005218,C001269,2024-08-09,Accessories,223.41,4,0,1
ORD0005219,C001269,2025-05-19,Accessories,970.45,2,0,1
ORD0005220,C001269,2024-12-12,RTW,71.55,4,0,1
ORD0005221,C001269,2024-09-02,Fragrance,1037.1,3,0,1
ORD0005222,C001269,2025-11-06,Accessories,96.45,3,0,1
ORD0005223,C001269,2024-12-15,Fragrance,168.44,6,0,1
ORD0005224,C001270,2025-01-05,Fragrance,99.86,4,0,1
ORD0005225,C001271,2025-07-16,Accessories,234.63,2,0,1
ORD0005226,C001271,2025-11-03,Accessories,463.67,2,0,1
ORD0005227,C001271,2025-06-09,Accessories,246.61,4,0,1
ORD0005228,C001271,2025-02-04,Accessories,509.98,3,0,1
ORD0005229,C001272,2024-10-21,Accessories,700.67,3,1,1
ORD0005230,C001273,2025-09-03,Fragrance,728.07,6,1,0
ORD0005231,C001273,2024-10-13,Accessories,475.12,4,0,1
ORD0005232,C001273,2025-02-17,RTW,223.04,3,0,1
ORD0005233,C001273,2025-05-15,Accessories,770.85,3,0,1
ORD0005234,C001273,2025-09-27,Accessories,283.31,2,0,1
ORD0005235,C001274,2025-04-03,Fragrance,1791.37,1,0,0
ORD0005236,C001274,2025-12-16,RTW,209.96,4,0,0
ORD0005237,C001274,2026-01-07,RTW,278.68,4,0,1
ORD0005238,C001274,2024-08-20,RTW,168.01,3,0,1
ORD0005239,C001274,2025-12-17,Accessories,361.79,3,0,1
ORD0005240,C001274,2025-07-28,RTW,50.0,4,0,1
ORD0005241,C001274,2025-01-28,Accessories,1023.88,4,0,0
ORD0005242,C001274,2025-05-06,Fragrance,527.92,3,0,1
ORD0005243,C001274,2025-02-15,Accessories,207.44,4,1,1
ORD0005244,C001274,2025-05-12,Fragrance,243.61,1,0,1
ORD0005245,C001275,2024-08-31,Beauty,219.56,2,0,0
ORD0005246,C001276,2025-05-10,RTW,455.82,3,0,1
ORD0005247,C001277,2024-12-28,Fragrance,288.88,5,0,1
ORD0005248,C001277,2024-11-15,Fragrance,149.66,4,0,1
ORD0005249,C001277,2024-09-14,Fragrance,134.32,4,0,0
ORD0005250,C001278,2024-11-03,Beauty,56.72,4,0,0
ORD0005251,C001279,2024-11-21,Accessories,517.76,3,0,0
ORD0005252,C001279,2025-06-01,RTW,324.04,4,1,1
ORD0005253,C001279,2025-12-08,Accessories,713.64,2,0,1
ORD0005254,C001280,2025-09-11,RTW,1511.41,4,0,1
ORD0005255,C001280,2025-11-01,Accessories,126.9,1,0,0
ORD0005256,C001280,2025-07-16,Accessories,315.4,4,0,1
ORD0005257,C001280,2025-04-19,Beauty,282.27,6,0,0
ORD0005258,C001280,2024-10-30,Beauty,688.21,5,0,1
ORD0005259,C001280,2026-01-15,Beauty,211.85,3,0,1
ORD0005260,C001280,2025-02-27,Beauty,307.71,5,0,0
ORD0005261,C001280,2025-05-13,Accessories,265.94,3,0,0
ORD0005262,C001282,2025-03-06,RTW,421.62,3,0,1
ORD0005263,C001282,2025-04-09,Fragrance,1071.25,7,0,1
ORD0005264,C001282,2025-09-28,Accessories,1360.02,4,0,1
ORD0005265,C001282,2025-12-13,Beauty,202.6,5,0,1
ORD0005266,C001283,2024-11-05,Beauty,168.68,3,0,0
ORD0005267,C001283,2025-01-28,Fragrance,63.6,6,0,0
ORD0005268,C001283,2024-12-08,Fragrance,66.57,2,0,0
ORD0005269,C001283,2025-02-25,Beauty,81.89,8,0,0
ORD0005270,C001283,2024-12-23,Beauty,214.63,3,0,0
ORD0005271,C001283,2025-05-14,Accessories,192.8,4,0,0
ORD0005272,C001283,2024-12-13,Fragrance,542.8,2,0,0
ORD0005273,C001283,2024-12-03,Beauty,275.9,3,0,0
ORD0005274,C001283,2025-08-31,Beauty,631.22,9,0,0
ORD0005275,C001284,2025-07-24,Beauty,94.04,6,0,0
ORD0005276,C001284,2025-08-15,Beauty,249.41,5,0,0
ORD0005277,C001284,2025-10-09,Beauty,142.32,4,0,0
ORD0005278,C001284,2025-01-13,Beauty,50.0,3,0,0
ORD0005279,C001284,2024-08-26,Beauty,217.88,4,0,0
ORD0005280,C001284,2025-03-31,Accessories,278.61,4,0,0
ORD0005281,C001284,2024-09-21,RTW,93.99,4,0,0
ORD0005282,C001285,2024-09-03,RTW,418.28,2,1,0
ORD0005283,C001285,2025-04-20,Accessories,907.79,2,0,1
ORD0005284,C001285,2024-09-26,Accessories,921.41,4,0,1
ORD0005285,C001285,2025-03-03,Accessories,163.68,1,0,1
ORD0005286,C001285,2025-09-02,RTW,50.0,4,1,1
ORD0005287,C001285,2025-07-09,Beauty,1250.64,4,1,1
ORD0005288,C001286,2025-02-12,Beauty,138.82,1,0,0
ORD0005289,C001286,2025-08-21,Beauty,69.53,4,0,0
ORD0005290,C001286,2024-09-17,Fragrance,74.35,3,0,0
ORD0005291,C001287,2025-04-22,RTW,201.64,2,1,1
ORD0005292,C001287,2025-04-07,Fragrance,314.78,5,0,1
ORD0005293,C001287,2025-08-23,Beauty,168.35,4,0,1
ORD0005294,C001287,2025-09-29,Accessories,116.96,4,0,1
ORD0005295,C001287,2024-09-13,Accessories,344.2,3,0,1
ORD0005296,C001287,2025-05-01,Fragrance,565.35,3,0,1
ORD0005297,C001287,2025-03-11,Beauty,321.28,5,1,1
ORD0005298,C001287,2024-11-10,Accessories,727.22,4,0,1
ORD0005299,C001287,2024-12-14,Accessories,2494.58,3,0,1
ORD0005300,C001288,2025-06-01,RTW,483.23,4,0,1
ORD0005301,C001288,2025-12-10,Beauty,223.0,1,0,1
ORD0005302,C001288,2024-09-01,Accessories,168.24,3,0,1
ORD0005303,C001288,2025-10-10,Beauty,70.09,3,0,1
ORD0005304,C001288,2025-12-23,Accessories,94.53,4,1,0
ORD0005305,C001288,2024-10-01,Beauty,2556.18,2,0,1
ORD0005306,C001288,2025-04-18,Accessories,1278.3,1,0,0
ORD0005307,C001288,2025-06-24,Fragrance,1317.86,1,0,0
ORD0005308,C001289,2025-08-12,Accessories,649.02,2,0,1
ORD0005309,C001289,2025-12-12,Accessories,319.83,4,0,1
ORD0005310,C001289,2025-05-15,RTW,294.66,4,0,1
ORD0005311,C001289,2025-11-07,RTW,158.07,4,0,0
ORD0005312,C001289,2025-12-27,Fragrance,74.56,7,0,1
ORD0005313,C001290,2025-07-13,Fragrance,207.22,2,0,0
ORD0005314,C001290,2025-11-18,Beauty,397.99,7,0,0
ORD0005315,C001290,2025-06-20,Beauty,257.86,4,0,0
ORD0005316,C001290,2024-08-09,Fragrance,481.07,3,0,0
ORD0005317,C001290,2024-09-20,Beauty,308.81,6,1,0
ORD0005318,C001291,2025-05-08,Fragrance,143.32,3,0,0
ORD0005319,C001291,2025-02-11,Beauty,112.75,5,0,0
ORD0005320,C001291,2024-12-24,Beauty,140.18,8,1,0
ORD0005321,C001291,2024-09-21,Fragrance,116.04,2,0,0
ORD0005322,C001291,2024-12-14,Fragrance,301.84,3,0,0
ORD0005323,C001291,2025-09-13,Fragrance,145.93,7,1,0
ORD0005324,C001291,2025-07-03,RTW,277.79,3,0,0
ORD0005325,C001291,2025-03-30,Fragrance,118.0,5,0,1
ORD0005326,C001291,2025-08-27,Accessories,113.35,4,0,0
ORD0005327,C001291,2025-02-07,Beauty,1897.42,5,0,0
ORD0005328,C001292,2025-08-26,Accessories,443.09,4,0,1
ORD0005329,C001292,2025-12-18,Accessories,209.19,4,0,1
ORD0005330,C001292,2025-01-30,Accessories,1235.95,3,0,1
ORD0005331,C001292,2025-06-22,Fragrance,1257.65,3,0,0
ORD0005332,C001292,2024-09-08,Fragrance,273.83,3,0,0
ORD0005333,C001292,2025-09-10,Accessories,371.16,4,1,1
ORD0005334,C001293,2025-07-28,Fragrance,258.64,4,0,0
ORD0005335,C001293,2025-01-16,Beauty,235.66,4,0,0
ORD0005336,C001293,2025-05-02,Beauty,50.0,4,0,0
ORD0005337,C001293,2024-10-31,Beauty,459.53,4,0,0
ORD0005338,C001294,2026-01-08,Accessories,305.0,3,0,0
ORD0005339,C001294,2025-11-07,RTW,254.53,4,0,0
ORD0005340,C001294,2025-10-20,Fragrance,465.94,3,0,1
ORD0005341,C001295,2024-09-23,Accessories,130.68,3,0,1
ORD0005342,C001295,2025-04-22,Accessories,375.98,1,0,1
ORD0005343,C001295,2025-08-14,Fragrance,304.79,5,0,1
ORD0005344,C001295,2024-11-17,Accessories,307.34,4,0,1
ORD0005345,C001295,2025-08-01,RTW,103.23,2,0,1
ORD0005346,C001296,2025-05-25,Beauty,177.54,5,0,0
ORD0005347,C001296,2024-09-30,Beauty,66.03,3,0,0
ORD0005348,C001297,2025-02-06,Beauty,487.25,2,0,1
ORD0005349,C001297,2025-12-24,RTW,490.19,4,0,1
ORD0005350,C001298,2025-03-26,Fragrance,1665.74,3,0,1
ORD0005351,C001298,2025-06-29,Beauty,168.82,3,0,1
ORD0005352,C001298,2024-11-14,Accessories,68.06,4,0,0
ORD0005353,C001299,2025-10-18,Fragrance,339.4,2,0,0
ORD0005354,C001299,2025-08-05,Fragrance,355.74,3,0,0
ORD0005355,C001299,2025-05-03,Beauty,293.03,3,0,0
ORD0005356,C001299,2025-12-06,Beauty,170.47,5,0,0
ORD0005357,C001299,2025-05-29,Beauty,438.97,4,0,0
ORD0005358,C001301,2025-06-29,Fragrance,200.57,4,0,0
ORD0005359,C001301,2025-09-25,Accessories,137.56,4,0,0
ORD0005360,C001301,2025-10-10,RTW,263.66,4,0,0
ORD0005361,C001301,2025-05-17,Beauty,561.99,2,0,0
ORD0005362,C001301,2025-04-11,RTW,205.24,4,0,0
ORD0005363,C001301,2025-11-18,Beauty,122.96,7,0,0
ORD0005364,C001302,2024-09-22,Fragrance,1924.24,7,0,0
ORD0005365,C001302,2025-01-21,Beauty,323.4,1,0,0
ORD0005366,C001302,2024-12-16,Beauty,213.42,3,0,0
ORD0005367,C001302,2025-04-29,Fragrance,228.76,4,0,0
ORD0005368,C001302,2024-09-18,Beauty,353.47,4,0,0
ORD0005369,C001302,2025-02-28,Accessories,413.91,3,0,0
ORD0005370,C001302,2025-06-25,Beauty,99.77,2,0,0
ORD0005371,C001302,2025-06-01,Fragrance,607.84,6,0,0
ORD0005372,C001302,2025-01-14,Beauty,726.34,5,0,1
ORD0005373,C001302,2025-02-12,RTW,188.1,4,0,0
ORD0005374,C001304,2024-09-18,Accessories,468.72,4,0,1
ORD0005375,C001304,2024-12-08,Accessories,309.02,3,0,1
ORD0005376,C001304,2025-05-07,RTW,244.66,4,0,1
ORD0005377,C001304,2025-07-16,Accessories,399.99,4,0,1
ORD0005378,C001304,2025-03-27,Beauty,254.5,2,0,1
ORD0005379,C001305,2024-10-11,Beauty,880.9,2,1,1
ORD0005380,C001305,2024-11-01,RTW,509.86,3,0,1
ORD0005381,C001305,2024-09-13,RTW,1088.32,4,0,0
ORD0005382,C001305,2025-05-24,Beauty,152.96,2,0,1
ORD0005383,C001305,2025-02-07,RTW,300.21,2,0,0
ORD0005384,C001305,2025-12-19,Beauty,687.77,5,0,1
ORD0005385,C001305,2025-04-15,Beauty,346.9,2,0,0
ORD0005386,C001305,2025-12-24,Accessories,197.54,4,0,1
ORD0005387,C001306,2024-12-29,Beauty,325.99,6,1,1
ORD0005388,C001306,2025-02-08,Accessories,1102.42,2,0,1
ORD0005389,C001306,2025-12-21,Fragrance,629.94,3,0,1
ORD0005390,C001306,2025-12-25,Beauty,184.88,1,0,1
ORD0005391,C001306,2025-04-29,Fragrance,954.48,3,0,1
ORD0005392,C001308,2024-11-14,Beauty,307.82,2,0,0
ORD0005393,C001308,2025-03-16,RTW,287.25,4,0,0
ORD0005394,C001308,2025-08-24,Beauty,69.83,2,1,0
ORD0005395,C001308,2025-06-02,Beauty,384.19,3,0,0
ORD0005396,C001308,2024-11-22,Beauty,120.55,6,0,0
ORD0005397,C001308,2025-02-03,Fragrance,180.97,5,0,0
ORD0005398,C001308,2024-09-19,Beauty,78.81,1,0,0
ORD0005399,C001309,2025-01-31,Accessories,299.67,4,0,1
ORD0005400,C001309,2025-12-15,RTW,50.0,4,0,1
ORD0005401,C001309,2025-09-16,RTW,1788.51,2,0,1
ORD0005402,C001309,2025-11-04,Accessories,911.83,4,0,1
ORD0005403,C001310,2025-02-11,Accessories,166.98,4,0,0
ORD0005404,C001310,2026-01-23,RTW,177.9,2,1,1
ORD0005405,C001310,2024-10-08,Fragrance,215.43,4,0,1
ORD0005406,C001310,2024-09-13,Fragrance,50.0,5,0,0
ORD0005407,C001310,2025-06-12,Accessories,103.89,4,0,0
ORD0005408,C001310,2025-06-14,Beauty,425.2,2,0,0
ORD0005409,C001311,2024-12-03,Beauty,261.75,8,0,0
ORD0005410,C001311,2025-11-27,RTW,71.86,4,0,1
ORD0005411,C001311,2026-01-08,Accessories,324.47,2,0,0
ORD0005412,C001311,2026-01-19,Accessories,68.09,4,0,0
ORD0005413,C001311,2025-06-11,Accessories,594.38,4,0,0
ORD0005414,C001311,2024-11-09,Accessories,977.19,2,0,0
ORD0005415,C001312,2025-08-26,Beauty,173.61,4,0,1
ORD0005416,C001312,2025-08-05,Beauty,518.91,4,0,1
ORD0005417,C001313,2024-12-01,Accessories,376.32,4,0,1
ORD0005418,C001313,2025-05-05,Accessories,451.77,3,0,1
ORD0005419,C001313,2025-09-08,Beauty,172.06,1,0,0
ORD0005420,C001314,2024-08-13,Accessories,1305.48,4,0,0
ORD0005421,C001314,2025-10-16,Accessories,1215.57,4,1,1
ORD0005422,C001314,2025-09-21,Accessories,469.24,2,0,1
ORD0005423,C001314,2025-08-13,Fragrance,910.41,2,1,1
ORD0005424,C001314,2025-08-13,Fragrance,124.88,2,0,1
ORD0005425,C001314,2025-01-09,Fragrance,219.87,5,1,1
ORD0005426,C001314,2024-09-17,Accessories,1007.96,4,0,1
ORD0005427,C001315,2025-09-02,Beauty,899.76,4,0,0
ORD0005428,C001315,2025-03-23,RTW,243.14,4,0,0
ORD0005429,C001315,2025-03-10,Beauty,434.49,3,0,1
ORD0005430,C001315,2025-04-26,RTW,258.12,3,0,1
ORD0005431,C001317,2025-06-25,RTW,199.08,4,0,0
ORD0005432,C001317,2025-03-12,Fragrance,211.36,4,0,0
ORD0005433,C001317,2025-10-10,Fragrance,116.2,4,0,0
ORD0005434,C001317,2025-02-14,RTW,87.22,2,1,1
ORD0005435,C001317,2024-10-27,Fragrance,129.64,3,0,0
ORD0005436,C001317,2025-02-18,Beauty,205.87,3,0,1
ORD0005437,C001318,2025-10-20,Accessories,324.55,1,0,1
ORD0005438,C001318,2024-11-17,Fragrance,635.2,2,0,1
ORD0005439,C001318,2025-04-19,Accessories,483.96,4,0,0
ORD0005440,C001318,2025-05-09,Fragrance,456.16,3,0,1
ORD0005441,C001318,2026-01-02,Fragrance,1445.92,6,0,1
ORD0005442,C001318,2024-08-14,Accessories,299.45,2,0,1
ORD0005443,C001319,2025-05-02,Fragrance,50.0,6,0,0
ORD0005444,C001319,2025-10-09,Beauty,132.3,3,0,0
ORD0005445,C001319,2025-07-02,Fragrance,354.66,5,0,1
ORD0005446,C001319,2026-01-29,Fragrance,332.57,3,0,0
ORD0005447,C001319,2024-12-22,Beauty,350.55,1,0,0
ORD0005448,C001319,2024-09-23,Beauty,211.68,5,1,0
ORD0005449,C001319,2024-11-25,Beauty,534.35,4,0,0
ORD0005450,C001320,2025-10-11,Accessories,1486.78,1,0,1
ORD0005451,C001320,2024-10-11,Accessories,409.87,3,0,1
ORD0005452,C001320,2025-01-13,Accessories,453.44,2,1,1
ORD0005453,C001320,2024-09-23,Accessories,143.58,3,0,1
ORD0005454,C001320,2024-11-30,Beauty,155.69,4,0,1
ORD0005455,C001320,2025-09-02,RTW,107.12,4,1,1
ORD0005456,C001320,2024-08-20,RTW,369.62,3,0,1
ORD0005457,C001321,2025-03-30,Beauty,630.93,6,1,1
ORD0005458,C001321,2025-06-17,Beauty,319.01,4,1,0
ORD0005459,C001321,2025-08-18,RTW,722.75,3,0,1
ORD0005460,C001322,2025-02-28,Beauty,72.56,7,0,0
ORD0005461,C001322,2024-11-17,Beauty,57.61,3,0,0
ORD0005462,C001322,2025-11-06,RTW,50.0,3,0,0
ORD0005463,C001322,2025-06-08,Accessories,141.0,4,0,1
ORD0005464,C001322,2025-05-19,Accessories,155.84,3,0,0
ORD0005465,C001322,2024-09-19,RTW,365.37,3,0,0
ORD0005466,C001322,2025-09-19,Beauty,1204.67,2,0,0
ORD0005467,C001323,2025-10-05,RTW,412.56,4,0,0
ORD0005468,C001323,2025-12-07,Beauty,616.34,2,0,1
ORD0005469,C001323,2025-01-13,Accessories,382.34,3,0,1
ORD0005470,C001323,2024-12-20,Beauty,682.08,6,0,1
ORD0005471,C001323,2024-12-26,Fragrance,313.19,3,0,1
ORD0005472,C001323,2025-04-22,Beauty,247.88,3,0,0
ORD0005473,C001323,2025-05-23,Accessories,352.14,3,1,1
ORD0005474,C001324,2024-12-19,RTW,275.39,3,0,0
ORD0005475,C001324,2025-02-15,Beauty,208.24,1,0,0
ORD0005476,C001324,2026-01-27,Fragrance,100.22,5,0,0
ORD0005477,C001325,2026-01-05,RTW,140.81,4,0,0
ORD0005478,C001325,2025-01-20,Beauty,476.11,4,0,0
ORD0005479,C001325,2025-09-08,RTW,162.56,4,0,0
ORD0005480,C001325,2025-06-07,Fragrance,1690.85,6,0,0
ORD0005481,C001325,2025-06-08,Fragrance,179.05,6,0,0
ORD0005482,C001325,2025-07-18,Fragrance,314.29,1,0,0
ORD0005483,C001325,2025-11-07,Fragrance,288.54,2,1,1
ORD0005484,C001325,2025-05-30,Accessories,513.94,4,0,1
ORD0005485,C001326,2025-11-05,RTW,414.16,3,0,1
ORD0005486,C001326,2025-05-16,Accessories,340.04,4,0,1
ORD0005487,C001327,2025-02-11,Beauty,127.13,2,0,0
ORD0005488,C001327,2025-11-08,Accessories,319.92,2,0,0
ORD0005489,C001327,2025-11-01,Accessories,195.09,3,0,1
ORD0005490,C001327,2025-07-21,Beauty,579.54,4,1,1
ORD0005491,C001327,2024-08-23,RTW,1643.44,3,0,1
ORD0005492,C001328,2024-09-24,Accessories,597.19,3,0,1
ORD0005493,C001329,2025-06-19,Beauty,128.71,5,0,0
ORD0005494,C001329,2024-10-23,Beauty,245.01,3,1,0
ORD0005495,C001329,2025-11-08,Beauty,186.99,3,0,0
ORD0005496,C001330,2025-07-18,Beauty,137.74,2,1,0
ORD0005497,C001330,2024-10-25,Beauty,944.13,7,0,0
ORD0005498,C001330,2025-03-26,Beauty,1254.65,6,1,0
ORD0005499,C001330,2025-01-04,Beauty,86.91,4,1,0
ORD0005500,C001330,2024-12-25,Beauty,334.39,6,0,0
ORD0005501,C001330,2025-03-08,Fragrance,66.34,7,0,0
ORD0005502,C001330,2025-05-10,Beauty,567.37,3,1,0
ORD0005503,C001331,2024-12-13,RTW,412.72,3,0,0
ORD0005504,C001331,2024-11-10,RTW,204.13,4,0,1
ORD0005505,C001331,2025-04-19,Beauty,867.41,2,0,0
ORD0005506,C001333,2024-10-22,Beauty,1037.35,6,0,0
ORD0005507,C001333,2025-06-06,Accessories,220.59,4,0,0
ORD0005508,C001333,2024-10-04,Fragrance,254.97,3,0,1
ORD0005509,C001333,2025-06-13,Accessories,382.16,4,0,0
ORD0005510,C001333,2024-11-26,Fragrance,150.44,5,0,0
ORD0005511,C001336,2024-10-25,Beauty,372.16,4,0,0
ORD0005512,C001336,2024-09-06,Beauty,256.72,5,0,1
ORD0005513,C001336,2025-02-16,Fragrance,317.88,5,1,1
ORD0005514,C001336,2025-04-18,Beauty,282.55,6,0,0
ORD0005515,C001336,2025-03-26,Accessories,649.39,4,0,0
ORD0005516,C001337,2025-06-22,RTW,183.53,3,0,0
ORD0005517,C001337,2025-02-12,Accessories,949.03,4,0,0
ORD0005518,C001337,2025-04-09,RTW,294.08,4,0,1
ORD0005519,C001337,2025-01-27,Fragrance,176.54,2,0,0
ORD0005520,C001337,2025-03-30,Fragrance,236.65,3,0,1
ORD0005521,C001337,2025-10-02,Accessories,759.82,3,1,1
ORD0005522,C001337,2024-10-03,Fragrance,81.61,5,0,0
ORD0005523,C001337,2025-01-25,RTW,301.46,4,0,0
ORD0005524,C001339,2024-11-28,Fragrance,347.49,4,0,1
ORD0005525,C001339,2024-10-21,Accessories,313.43,4,0,1
ORD0005526,C001339,2025-06-29,Accessories,494.66,4,0,1
ORD0005527,C001339,2026-01-05,RTW,454.01,1,0,1
ORD0005528,C001340,2024-08-29,Beauty,147.88,4,0,0
ORD0005529,C001340,2025-02-07,RTW,260.08,3,0,1
ORD0005530,C001340,2024-11-12,Beauty,137.53,3,0,0
ORD0005531,C001340,2025-07-28,RTW,209.59,4,0,0
ORD0005532,C001340,2024-12-09,RTW,173.63,2,1,0
ORD0005533,C001341,2024-12-07,Accessories,269.1,3,0,0
ORD0005534,C001341,2024-11-03,RTW,303.43,3,0,0
ORD0005535,C001341,2024-11-07,Fragrance,126.26,5,0,0
ORD0005536,C001341,2025-07-04,Accessories,465.83,3,0,0
ORD0005537,C001341,2024-12-10,RTW,1375.63,4,0,1
ORD0005538,C001341,2024-10-08,Accessories,570.34,4,0,0
ORD0005539,C001341,2024-11-02,Accessories,118.0,4,1,0
ORD0005540,C001342,2025-12-05,RTW,379.08,2,0,1
ORD0005541,C001342,2025-01-29,Fragrance,305.95,2,0,1
ORD0005542,C001342,2024-11-27,Beauty,545.45,4,0,1
ORD0005543,C001342,2025-12-28,Accessories,220.77,3,0,0
ORD0005544,C001342,2025-08-12,Accessories,457.13,4,0,1
ORD0005545,C001342,2025-07-17,Fragrance,261.88,2,0,1
ORD0005546,C001342,2025-12-08,Beauty,150.19,5,0,1
ORD0005547,C001342,2025-06-09,Fragrance,122.8,5,0,1
ORD0005548,C001343,2024-12-16,RTW,232.87,4,0,0
ORD0005549,C001343,2025-01-09,Accessories,810.42,4,0,0
ORD0005550,C001345,2025-06-12,Beauty,59.09,2,0,1
ORD0005551,C001345,2025-02-12,Fragrance,543.33,2,0,0
ORD0005552,C001345,2024-11-08,Accessories,88.06,3,0,0
ORD0005553,C001345,2025-09-09,Fragrance,121.08,6,0,0
ORD0005554,C001345,2024-08-31,Beauty,84.0,5,0,0
